price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3980万円,中落合東豊エステート,東京都新宿区中落合２,新宿区,西武新宿線「中井」徒歩7分,西武新宿線,中井,0,7,68.14m2,9.72m2,3LDK,1971年8月,1,0
3980万円,ベスト御茶ノ水,東京都文京区湯島３,文京区,東京メトロ丸ノ内線「御茶ノ水」徒歩6分,東京メトロ丸ノ内線,御茶ノ水,0,6,37.84m2（11.44坪）,4.4m2,1LDK,2001年8月,0,0
3980万円,マリンシティ第２ダイヤモンドパレス,東京都港区芝浦４,港区,都営浅草線「泉岳寺」徒歩12分,都営浅草線,泉岳寺,0,12,39.5m2（壁芯）,6.59m2,1LDK,1980年8月,0,0
3980万円,マリンシティ第２ダイヤモンドパレス,東京都港区芝浦４-17-8,港区,ＪＲ山手線「田町」徒歩14分,ＪＲ山手線,田町,0,14,39.5m2（11.94坪）,6.59m2,1LDK,1980年8月,0,0
3980万円,ハイネスロフティ,東京都新宿区西新宿４-32-4,新宿区,都営大江戸線「都庁前」徒歩6分,都営大江戸線,都庁前,0,6,34.67m2（壁芯）,4.74m2,1LDK,1979年2月,0,0
3980万円,メイゾン麹町,東京都千代田区麹町３-1-8,千代田区,東京メトロ有楽町線「麹町」徒歩2分,東京メトロ有楽町線,麹町,0,2,32.1m2（壁芯）,3.65m2,ワンルーム,1982年9月,0,1
3980万円,カテリーナ代々木プレイス,東京都渋谷区代々木３,渋谷区,ＪＲ山手線「新宿」徒歩10分,ＪＲ山手線,新宿,0,10,30.05m2（9.09坪）（壁芯）,4.78m2,ワンルーム,2005年2月,0,0
3988万円,本郷春日マンション,東京都文京区本郷１,文京区,都営大江戸線「春日」徒歩4分,都営大江戸線,春日,0,4,58.82m2（壁芯）,8.55m2,3LDK,1969年10月,1,0
3988万円,本郷春日マンション,東京都文京区本郷１-30-16,文京区,都営大江戸線「春日」徒歩4分,都営大江戸線,春日,0,4,58.22m2（17.61坪）,8.55m2,3LDK,1969年10月,0,0
3990万円,ハイホーム市ヶ谷,東京都新宿区南山伏町,新宿区,都営大江戸線「牛込神楽坂」徒歩6分,都営大江戸線,牛込神楽坂,0,6,40.76m2,2.52m2,ワンルーム+S（納戸）,1983年11月,0,0
3990万円,メゾン文京関口Ⅱ,東京都文京区関口１,文京区,東京メトロ有楽町線「江戸川橋」徒歩1分,東京メトロ有楽町線,江戸川橋,0,1,41.49m2（壁芯）,3.24m2,1LDK,1990年6月,0,1
3997万円,千石明穂ハイツ,東京都文京区千石３-3-3,文京区,東京メトロ丸ノ内線「新大塚」徒歩9分,東京メトロ丸ノ内線,新大塚,0,9,55.08m2（壁芯）,8.64m2,1LDK+S（納戸）,1980年5月,0,0
3999万円,神楽坂サニーマンション,東京都文京区関口１,文京区,東京メトロ有楽町線「江戸川橋」徒歩2分,東京メトロ有楽町線,江戸川橋,0,2,52.8m2（壁芯）,5.5m2,2LDK,1970年7月,0,0
4099万円,パールハイツ笹塚,東京都渋谷区笹塚２-4-1,渋谷区,京王線「笹塚」徒歩6分,京王線,笹塚,0,6,48.6m2（14.70坪）（壁芯）,-,2LDK,1974年11月,0,0
4180万円,コープ四谷,東京都新宿区愛住町12-11,新宿区,東京メトロ丸ノ内線「四谷三丁目」徒歩6分,東京メトロ丸ノ内線,四谷三丁目,0,6,46.14m2（壁芯）,4.05m2,1LDK,1983年10月,0,0
4180万円,日興初台スカイマンション,東京都渋谷区本町１,渋谷区,京王新線「初台」徒歩6分,京王新線,初台,0,6,47.52m2（壁芯）,5.04m2,2DK,1980年1月,1,0
4180万円,アエリア南青山,東京都港区南青山２,港区,東京メトロ銀座線「外苑前」徒歩5分,東京メトロ銀座線,外苑前,0,5,30.27m2（壁芯）,2.9m2,1DK,1998年9月,0,0
4180万円,マートルコート新宿ガーデンハウス,東京都新宿区西新宿４,新宿区,都営大江戸線「西新宿五丁目」徒歩3分,都営大江戸線,西新宿五丁目,0,3,48.45m2（壁芯）,5.5m2,2DK+S（納戸）,1984年9月,0,0
4198万円,秀和青南レジデンス,東京都港区南青山４,港区,東京メトロ銀座線「表参道」徒歩8分,東京メトロ銀座線,表参道,0,8,33.5m2（壁芯）,-,1DK,1968年3月,1,0
4199万円,市ヶ谷ローヤルコーポ,東京都新宿区南町,新宿区,都営大江戸線「牛込神楽坂」徒歩6分,都営大江戸線,牛込神楽坂,0,6,48.73m2（壁芯）,4.7m2,2LDK,1976年4月,0,0
4199万円,シャンブル幡ヶ谷,東京都渋谷区幡ヶ谷１-6-3,渋谷区,京王新線「幡ヶ谷」徒歩4分,京王新線,幡ヶ谷,0,4,55.51m2（16.79坪）（壁芯）,6.83m2,2LDK,1978年12月,0,0
4199万円,市ケ谷ローヤルコーポ,東京都新宿区南町15,新宿区,都営大江戸線「牛込神楽坂」徒歩6分,都営大江戸線,牛込神楽坂,0,6,48.73m2（14.74坪）,4.7m2,2LDK,1976年4月,0,0
4199万円,ファミール築地,東京都中央区明石町1-29,中央区,東京メトロ有楽町線「新富町」徒歩3分,東京メトロ有楽町線,新富町,0,3,58.96m2（壁芯）,7.76m2,2LDK,1971年9月,0,0
4200万円,レジェンド西早稲田フォレストタワー,東京都新宿区西早稲田３,新宿区,都電荒川線「早稲田」徒歩7分,都電荒川線,早稲田,0,7,42.33m2（12.80坪）（壁芯）,4.96m2,1LDK,1999年2月,0,0
4280万円,秀和参宮橋レジデンス,東京都渋谷区代々木４-23-16,渋谷区,小田急線「参宮橋」徒歩4分,小田急線,参宮橋,0,4,42.31m2（12.79坪）（壁芯）,5.3m2,1LDK,1968年9月,0,0
4280万円,マンション高田馬場,東京都新宿区西早稲田３-24-4,新宿区,ＪＲ山手線「高田馬場」徒歩10分,ＪＲ山手線,高田馬場,0,10,72.21m2（21.84坪）,9.4m2,3LDK,1970年8月,0,0
4280万円,西落合第２ローヤルコーポ,東京都新宿区西落合２-14-10,新宿区,都営大江戸線「落合南長崎」徒歩10分,都営大江戸線,落合南長崎,0,10,57.75m2（壁芯）,8.25m2,3DK,1978年5月,1,0
4280万円,シーズクロノス新宿戸山,東京都新宿区百人町２,新宿区,ＪＲ山手線「新大久保」徒歩6分,ＪＲ山手線,新大久保,0,6,36.37m2（壁芯）,8.36m2,1LDK,2004年2月,0,0
4280万円,マンション高田馬場,東京都新宿区西早稲田３,新宿区,東京メトロ副都心線「西早稲田」徒歩8分,東京メトロ副都心線,西早稲田,0,8,72.21m2（21.84坪）（壁芯）,9.4m2,3LDK,1970年8月,1,0
4280万円,三田ハイデンス,東京都港区芝４,港区,都営三田線「三田」徒歩3分,都営三田線,三田,0,3,40.17m2（壁芯）,4.38m2,1LDK,1980年11月,0,0
4298万円,マック青南マンション,東京都港区南青山４-８―２０,港区,東京メトロ銀座線「外苑前」徒歩8分,東京メトロ銀座線,外苑前,0,8,42.95m2（壁芯）,3.67m2,1LDK,1968年4月,0,0
4298万円,シャンボール原宿,東京都渋谷区神宮前２,渋谷区,東京メトロ副都心線「北参道」徒歩9分,東京メトロ副都心線,北参道,0,9,36.51m2（壁芯）,4.43m2,1LDK,1972年9月,1,0
4298万円,ライオンズマンション白金第２,東京都港区白金３,港区,東京メトロ南北線「白金高輪」徒歩9分,東京メトロ南北線,白金高輪,0,9,35.28m2（壁芯）,5.35m2,1LDK,1982年10月,1,0
4299万円,シャンブル幡ヶ谷,東京都渋谷区幡ヶ谷１,渋谷区,京王新線「幡ヶ谷」徒歩4分,京王新線,幡ヶ谷,0,4,55.51m2（壁芯）,6.83m2,2LDK,1978年12月,0,0
4299万円,ヴィア・シテラ新宿,東京都新宿区百人町１-21-1,新宿区,ＪＲ山手線「新宿」徒歩10分,ＪＲ山手線,新宿,0,10,35.94m2（10.87坪）（壁芯）,3.92m2,1LDK,1998年10月,0,0
4299万円,ニュー恵比寿台ハイツ,東京都渋谷区恵比寿西２-11-11,渋谷区,ＪＲ山手線「恵比寿」徒歩4分,ＪＲ山手線,恵比寿,0,4,37.76m2（11.42坪）（壁芯）,1.48m2,1LDK,1970年3月,0,0
4299万円,ヴィア・シテラ新宿,東京都新宿区百人町１,新宿区,ＪＲ中央線「大久保」徒歩3分,ＪＲ中央線,大久保,0,3,35.94m2（壁芯）,3.92m2,1LDK,1998年10月,0,0
4300万円,クイーンハイツ三田,東京都港区三田３,港区,都営三田線「三田」徒歩6分,都営三田線,三田,0,6,48.38m2（壁芯）,4.55m2,2DK,1978年12月,0,0
4380万円,ライオンズアイル渋谷松濤,東京都渋谷区松濤２,渋谷区,京王井の頭線「神泉」徒歩9分,京王井の頭線,神泉,0,9,28.49m2（壁芯）,4.91m2,1DK,2012年7月,0,0
4380万円,日興ユニパリス大久保,東京都新宿区大久保２,新宿区,都営大江戸線「東新宿」徒歩2分,都営大江戸線,東新宿,0,2,55.25m2（壁芯）,-,2LDK,1980年1月,1,0
4390万円,サンハイツ哲学堂,東京都新宿区西落合２-15-16,新宿区,都営大江戸線「落合南長崎」徒歩10分,都営大江戸線,落合南長崎,0,10,59.4m2（17.96坪）,6.81m2,2LDK,1982年11月,0,0
4390万円,六義園サマリヤマンション,東京都文京区本駒込６,文京区,ＪＲ山手線「駒込」徒歩4分,ＪＲ山手線,駒込,0,4,52.61m2,7.16m2,2LDK,1975年1月,0,0
4399万円,エクレール後楽園,東京都文京区本郷１,文京区,都営三田線「春日」徒歩4分,都営三田線,春日,0,4,67.39m2（壁芯）,4.78m2,2LDK,1979年7月,0,0
4480万円,シティハウス新宿柏木,東京都新宿区北新宿４,新宿区,ＪＲ中央線「大久保」徒歩9分,ＪＲ中央線,大久保,0,9,37.62m2（11.37坪）（壁芯）,11.21m2,1LDK,2004年4月,0,0
4480万円,ライオンズマンション麻布十番コート,東京都港区麻布十番２,港区,東京メトロ南北線「麻布十番」徒歩1分,東京メトロ南北線,麻布十番,0,1,38.47m2（壁芯）,3.12m2,1LDK,1982年2月,0,1
4480万円,ジェイパーク代々木,東京都渋谷区代々木２,渋谷区,ＪＲ山手線「新宿」徒歩7分,ＪＲ山手線,新宿,0,7,30.73m2（登記）,6.81m2,1LDK,1999年2月,0,0
4490万円,イトーピア南麻布マンション,東京都港区南麻布３,港区,東京メトロ南北線「白金高輪」徒歩10分,東京メトロ南北線,白金高輪,0,10,44.46m2（壁芯）,3.24m2,1DK,1978年7月,0,0
4490万円,秀和田町レジデンス,東京都港区芝浦２-4-6,港区,ＪＲ山手線「田町」徒歩11分,ＪＲ山手線,田町,0,11,45.5m2（13.76坪）（壁芯）,5.56m2,2LDK,1982年2月,0,0
4495万円,フォセット月島,東京都中央区月島１,中央区,東京メトロ有楽町線「月島」徒歩1分,東京メトロ有楽町線,月島,0,1,41.29m2（12.49坪）（壁芯）,3m2,1LDK,2010年6月,1,0
4499万円,ダイアパレス幡ケ谷第２,東京都渋谷区幡ヶ谷２-32-3,渋谷区,京王線「笹塚」徒歩5分,京王線,笹塚,0,5,40.26m2（12.17坪）（壁芯）,6.36m2,2LDK,1985年3月,0,0
4500万円,四谷坂町永谷マンション,東京都新宿区四谷坂町,新宿区,都営新宿線「曙橋」徒歩5分,都営新宿線,曙橋,0,5,50.67m2（15.32坪）（壁芯）,5.84m2,1LDK,1976年7月,0,0
4580万円,モデルノ・トッレ松濤,東京都渋谷区松濤２,渋谷区,ＪＲ山手線「渋谷」徒歩13分,ＪＲ山手線,渋谷,0,13,35.97m2（壁芯）,5.25m2,ワンルーム,2008年1月,0,0
4580万円,サンセピア幡ヶ谷,東京都渋谷区幡ヶ谷２-28-2,渋谷区,京王線「笹塚」徒歩7分,京王線,笹塚,0,7,37.79m2（登記）,-,1LDK,1991年3月,0,0
4580万円,近鉄ハイツ新宿,東京都新宿区若松町18-4,新宿区,都営大江戸線「若松河田」徒歩7分,都営大江戸線,若松河田,0,7,52.03m2（壁芯）,6.6m2,2LDK,1975年10月,0,0
4580万円,アイディーコート新宿西ディアナ,東京都渋谷区本町３,渋谷区,都営大江戸線「西新宿五丁目」徒歩4分,都営大江戸線,西新宿五丁目,0,4,35.72m2,7.6m2,1LDK,2002年7月,0,0
4598万円,ライオンズマンション小石川第３,東京都文京区小石川５,文京区,東京メトロ丸ノ内線「茗荷谷」徒歩9分,東京メトロ丸ノ内線,茗荷谷,0,9,43.25m2（壁芯）,4.5m2,1LDK,1983年2月,1,0
4600万円,アーバイルスパシエ芝浦BAY-SIDE,東京都港区海岸３,港区,ＪＲ山手線「田町」徒歩13分,ＪＲ山手線,田町,0,13,41.21m2（12.46坪）（壁芯）,9.39m2,1LDK,2004年10月,0,0
4600万円,アーバンファースト神楽坂,東京都新宿区山吹町,新宿区,東京メトロ東西線「神楽坂」徒歩9分,東京メトロ東西線,神楽坂,0,9,39.99m2（12.09坪）（壁芯）,3.85m2,1LDK,2008年8月,0,0
4600万円,アーバンファースト神楽坂,東京都新宿区山吹町,新宿区,東京メトロ有楽町線「江戸川橋」徒歩4分,東京メトロ有楽町線,江戸川橋,0,4,39.99m2（壁芯）,3.85m2,1LDK,2008年8月,0,0
4680万円,ルイマーブル乃木坂,東京都港区赤坂９-6-30,港区,東京メトロ千代田線「乃木坂」徒歩2分,東京メトロ千代田線,乃木坂,0,2,35.13m2（壁芯）,3.6m2,1LDK,1978年6月,1,0
4680万円,クオリア恵比寿サウス,東京都渋谷区恵比寿南２,渋谷区,東京メトロ日比谷線「恵比寿」徒歩4分,東京メトロ日比谷線,恵比寿,0,4,38.5m2（11.64坪）（壁芯）,2.97m2,1LDK,2003年9月,0,0
4680万円,マンションVIP柏木,東京都新宿区北新宿４,新宿区,ＪＲ総武線「東中野」徒歩7分,ＪＲ総武線,東中野,0,7,63.29m2（壁芯）,10.26m2,1LDK+S（納戸）,1971年5月,0,0
4680万円,牛込ハイマンション,東京都新宿区原町１,新宿区,都営大江戸線「牛込柳町」徒歩4分,都営大江戸線,牛込柳町,0,4,51.77m2,4.55m2,3DK,1970年11月,0,0
4690万円,アイタウン・レピア,東京都新宿区西新宿６,新宿区,都営大江戸線「都庁前」徒歩6分,都営大江戸線,都庁前,0,6,43.21m2（13.07坪）（壁芯）,5.8m2,1LDK,1994年10月,0,0
