price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3590万円,ライオンズマンション杉並堀ノ内,東京都杉並区堀ノ内２,杉並区,東京メトロ丸ノ内線「方南町」徒歩7分,東京メトロ丸ノ内線,方南町,0,7,40.5m2（壁芯）,5.94m2,1LDK,1982年7月,0,0
3599万円,塔の山ハイツ,東京都中野区中央１-43-18,中野区,東京メトロ丸ノ内線「中野坂上」徒歩4分,東京メトロ丸ノ内線,中野坂上,0,4,40.45m2（12.23坪）,5.7m2,1LDK,1971年7月,0,0
3680万円,ルネ中村橋　5階,東京都練馬区中村北３,練馬区,西武池袋線「中村橋」徒歩2分,西武池袋線,中村橋,0,2,51.3m2（壁芯）,5.1m2,2LDK,1981年1月,0,0
3690万円,マーランド貫井,東京都練馬区貫井５,練馬区,西武池袋線「中村橋」徒歩7分,西武池袋線,中村橋,0,7,60.3m2（登記）,4.86m2,3LDK,1991年4月,0,1
3699万円,ライオンズマンション鷺ノ宮第弐,東京都練馬区中村南３,練馬区,西武池袋線「中村橋」徒歩11分,西武池袋線,中村橋,0,11,49.16m2（壁芯）,4.42m2,2LDK,1990年5月,0,1
3699万円,オリンピックマンション桜台第2,東京都練馬区桜台４,練馬区,西武池袋線「桜台」徒歩4分,西武池袋線,桜台,0,4,48.6m2,18.56m2,2LDK,1982年10月,1,0
3699万円,ライオンズマンシヨン鷺ノ宮第弐,東京都練馬区中村南３,練馬区,西武池袋線「中村橋」徒歩11分,西武池袋線,中村橋,0,11,49.16m2（壁芯）,4.42m2,2LDK,1990年5月,0,0
3700万円,光が丘パークタウン春の風公園街,東京都練馬区光が丘７,練馬区,都営大江戸線「光が丘」徒歩9分,都営大江戸線,光が丘,0,9,57.33m2（17.34坪）（壁芯）,10.19m2,2LDK,1988年6月,0,0
3750万円,パシフィック江古田マンション,東京都練馬区羽沢１,練馬区,西武有楽町線「新桜台」徒歩5分,西武有楽町線,新桜台,0,5,80.94m2（壁芯）,-,2LDK,1970年9月,0,0
3780万円,レクシオシティ高円寺,東京都中野区大和町１-6-9,中野区,ＪＲ中央線「高円寺」徒歩13分,ＪＲ中央線,高円寺,0,13,40.73m2（12.32坪）（壁芯）,5.65m2,1LDK,2016年1月,0,0
3780万円,シャルマン中野坂上,東京都中野区中央１-２１－１３,中野区,東京メトロ丸ノ内線「中野坂上」徒歩4分,東京メトロ丸ノ内線,中野坂上,0,4,32.13m2（壁芯）,7.2m2,1LDK,1987年3月,1,0
3790万円,ヴァースクレイシア蘆花公園イースト,東京都杉並区上高井戸１-30-8,杉並区,京王線「芦花公園」徒歩4分,京王線,芦花公園,0,4,37.12m2（11.22坪）,4.02m2,1LDK,2018年11月,0,0
3790万円,エンゼルハイム桜台,東京都練馬区豊玉中２,練馬区,東武東上線「東武練馬」徒歩15分,東武東上線,東武練馬,0,15,62.04m2（壁芯）,22.7m2,3LDK,1994年9月,0,0
3798万円,リビオ阿佐谷南,東京都杉並区阿佐谷南１,杉並区,東京メトロ丸ノ内線「南阿佐ケ谷」徒歩12分,東京メトロ丸ノ内線,南阿佐ケ谷,0,12,40.51m2（壁芯）,14.85m2,1LDK,2010年7月,0,0
3880万円,プリムローズ桜台駅前,東京都練馬区桜台１-5-3,練馬区,西武池袋線「桜台」徒歩1分,西武池袋線,桜台,0,1,36.1m2（10.92坪）（壁芯）,8.07m2,1LDK,2004年1月,0,0
3880万円,スカイライフ荻窪,東京都杉並区上荻４-21-12,杉並区,ＪＲ総武線「西荻窪」徒歩15分,ＪＲ総武線,西荻窪,0,15,70.78m2（壁芯）,5.56m2,3LDK,1975年5月,0,0
3880万円,ライオンズマンション大泉学園第７,東京都練馬区大泉町６,練馬区,西武池袋線「大泉学園」徒歩15分,西武池袋線,大泉学園,0,15,63m2（壁芯）,17.5m2,3LDK,1999年12月,0,0
3980万円,ドルミ中野弥生町,東京都中野区弥生町１-57-4,中野区,東京メトロ丸ノ内線「中野新橋」徒歩4分,東京メトロ丸ノ内線,中野新橋,0,4,40m2（壁芯）,9.41m2,1LDK,1983年1月,0,0
3980万円,ライオンズマンション石神井公園第二,東京都練馬区高野台１,練馬区,西武池袋線「練馬高野台」徒歩4分,西武池袋線,練馬高野台,0,4,59.62m2（壁芯）,5.44m2,2LDK,1982年2月,0,0
3980万円,ジェイパーク新中野,東京都中野区本町５,中野区,東京メトロ丸ノ内線「新中野」徒歩9分,東京メトロ丸ノ内線,新中野,0,9,38.21m2（壁芯）,2.64m2,1LDK,1997年7月,0,0
3980万円,ハイネス富士見ヶ丘,東京都杉並区久我山２-23-29,杉並区,京王井の頭線「富士見ヶ丘」徒歩2分,京王井の頭線,富士見ヶ丘,0,2,48.41m2（壁芯）,5.97m2,1LDK,1977年12月,1,0
3980万円,ヴィルヌーブ光が丘公園,東京都練馬区田柄４,練馬区,都営大江戸線「光が丘」徒歩14分,都営大江戸線,光が丘,0,14,75.76m2（壁芯）,6.85m2,3LDK,1993年12月,0,0
3990万円,ソフトタウン石神井台,東京都練馬区石神井台１,練馬区,西武新宿線「上石神井」徒歩17分,西武新宿線,上石神井,0,17,78.75m2（23.82坪）（壁芯）,10.05m2,3LDK,1981年3月,0,1
3998万円,ヴェラハイツ中野坂上,東京都中野区本町３,中野区,東京メトロ丸ノ内線「中野坂上」徒歩3分,東京メトロ丸ノ内線,中野坂上,0,3,40.08m2（12.12坪）（壁芯）,3.57m2,1LDK,1983年3月,0,0
3999万円,ダイナシティ方南町,東京都杉並区和泉１-36-16,杉並区,東京メトロ丸ノ内線「方南町」徒歩8分,東京メトロ丸ノ内線,方南町,0,8,35.48m2（10.73坪）（壁芯）,9.26m2,1LDK,2006年8月,0,0
3999万円,プリンスコート,東京都中野区本町６-27-8,中野区,東京メトロ丸ノ内線「新中野」徒歩5分,東京メトロ丸ノ内線,新中野,0,5,47.43m2（14.34坪）,7.14m2,1LDK,1978年10月,0,0
3999万円,ソフトタウン石神井台,東京都練馬区石神井台１-12-26,練馬区,西武新宿線「上石神井」徒歩17分,西武新宿線,上石神井,0,17,78.75m2（23.82坪）（壁芯）,10.05m2,3LDK,1981年3月,0,0
3999万円,日神パレステージ高井戸西,東京都杉並区高井戸西１,杉並区,京王井の頭線「高井戸」徒歩11分,京王井の頭線,高井戸,0,11,52.64m2（壁芯）,5.64m2,2LDK,2006年11月,0,0
3999万円,日神パレステージ高井戸西,東京都杉並区高井戸西１-9-2,杉並区,京王井の頭線「高井戸」徒歩11分,京王井の頭線,高井戸,0,11,52.64m2（15.92坪）,5.64m2,2LDK,2006年11月,0,0
3999万円,ダイナシティ方南町,東京都杉並区和泉１,杉並区,東京メトロ丸ノ内線「方南町」徒歩8分,東京メトロ丸ノ内線,方南町,0,8,35.48m2（壁芯）,9.26m2,1LDK,2006年8月,0,0
3999万円,ライオンズマンション荻窪第6,東京都杉並区上荻１,杉並区,ＪＲ中央線「荻窪」徒歩2分,ＪＲ中央線,荻窪,0,2,40.71m2（壁芯）,2.7m2,1LDK,1983年9月,0,0
4099万円,ライオンズマンション都立家政第弐,東京都練馬区中村南２,練馬区,西武新宿線「都立家政」徒歩9分,西武新宿線,都立家政,0,9,63.41m2（壁芯）,-,2LDK,1991年11月,0,0
4148万円,Lavilio 中野南台,東京都中野区南台２,中野区,東京メトロ丸ノ内線「中野富士見町」徒歩9分,東京メトロ丸ノ内線,中野富士見町,0,9,39.35m2（壁芯）,3.19m2,1LDK,2011年8月,0,0
4180万円,ルーブル中野坂上弐番館,東京都中野区本町３-15-4,中野区,東京メトロ丸ノ内線「中野坂上」徒歩8分,東京メトロ丸ノ内線,中野坂上,0,8,40.88m2（12.36坪）,5.32m2,2DK,2005年12月,0,0
4180万円,ルーブル中野坂上弐番館,東京都中野区本町３,中野区,東京メトロ丸ノ内線「中野坂上」徒歩8分,東京メトロ丸ノ内線,中野坂上,0,8,40.88m2（壁芯）,5.32m2,2DK,2005年12月,0,0
4180万円,ルーブル新中野,東京都中野区本町３-32-8,中野区,東京メトロ丸ノ内線「新中野」徒歩7分,東京メトロ丸ノ内線,新中野,0,7,40.5m2（壁芯）,5.1m2,1DK,2002年10月,0,0
4180万円,ライオンズマンション沼袋第参,東京都練馬区豊玉南１-８番２１号,練馬区,西武池袋線「練馬」徒歩16分,西武池袋線,練馬,0,16,66.76m2（壁芯）,6.18m2,3LDK,1989年2月,0,0
4190万円,グレアーブル上石神井,東京都練馬区上石神井２,練馬区,西武新宿線「上石神井」徒歩5分,西武新宿線,上石神井,0,5,50m2（壁芯）,2.48m2,2DK,1995年3月,0,0
4199万円,日神パレステージ高井戸西,東京都杉並区高井戸西１,杉並区,京王井の頭線「高井戸」徒歩10分,京王井の頭線,高井戸,0,10,52.64m2（壁芯）,5.64m2,2LDK,2006年11月,0,0
4280万円,エンゼルハイム石神井公園弐番館,東京都練馬区高野台４,練馬区,西武池袋線「練馬高野台」徒歩14分,西武池袋線,練馬高野台,0,14,72.52m2（21.93坪）（壁芯）,22.5m2,4LDK,1994年10月,0,0
4280万円,野方パークホームズ,東京都練馬区豊玉南３,練馬区,西武新宿線「野方」徒歩11分,西武新宿線,野方,0,11,55.61m2,8m2,3LDK,1986年9月,0,1
4290万円,ラインコーポ高井戸,東京都杉並区上高井戸１,杉並区,京王線「上北沢」徒歩15分,京王線,上北沢,0,15,68.49m2（20.71坪）（壁芯）,3.27m2,3LDK,1981年2月,1,0
4298万円,パシフィック中野,東京都中野区松が丘１-30-1,中野区,西武新宿線「新井薬師前」徒歩8分,西武新宿線,新井薬師前,0,8,79.75m2（壁芯）,7.8m2,3LDK,1974年12月,1,0
4299万円,パシフィックパレス上井草,東京都杉並区上井草２,杉並区,西武新宿線「上井草」徒歩2分,西武新宿線,上井草,0,2,62.57m2（壁芯）,12.61m2,3LDK,1987年4月,0,0
4299万円,エスカイア上高井戸,東京都杉並区上高井戸３-10-6,杉並区,京王線「八幡山」徒歩9分,京王線,八幡山,0,9,61.05m2（18.46坪）（壁芯）,5.89m2,2LDK,1995年10月,0,0
4299万円,パシフィックパレス上井草,東京都杉並区上井草２,杉並区,西武新宿線「上井草」徒歩2分,西武新宿線,上井草,0,2,62.57m2（18.92坪）（壁芯）,12.61m2,3LDK,1987年4月,0,0
4330万円,サンライズ荻窪,東京都杉並区天沼２,杉並区,ＪＲ総武線「荻窪」徒歩5分,ＪＲ総武線,荻窪,0,5,52.08m2（壁芯）,4.2m2,1LDK,1991年10月,0,1
4380万円,ライオンズグローベル石神井公園,東京都練馬区下石神井３-1-1,練馬区,西武池袋線「石神井公園」徒歩16分,西武池袋線,石神井公園,0,16,70.24m2（21.24坪）,8.82m2,3LDK,2002年6月,0,0
4380万円,ベラビスタ,東京都練馬区豊玉南１,練馬区,西武新宿線「沼袋」徒歩13分,西武新宿線,沼袋,0,13,75.48m2（壁芯）,8.9m2,3LDK,1992年6月,1,0
4380万円,ベラビスタ,東京都練馬区豊玉南１,練馬区,西武新宿線「沼袋」徒歩13分,西武新宿線,沼袋,0,13,75.48m2（壁芯）,8.9m2,3LDK,1992年6月,0,0
4380万円,メイツ東中野,東京都中野区東中野５,中野区,東京メトロ東西線「落合」徒歩3分,東京メトロ東西線,落合,0,3,50.61m2（壁芯）,5.46m2,1LDK,1985年3月,0,1
4380万円,【秀和高円寺レジデンス】「高円寺」駅７分　２LDK　…,東京都杉並区高円寺北４,杉並区,ＪＲ中央線「高円寺」徒歩7分,ＪＲ中央線,高円寺,0,7,55.65m2,5m2,2LDK,1971年9月,1,0
4390万円,ラインコーポ高井戸,東京都杉並区上高井戸１,杉並区,京王線「八幡山」徒歩5分,京王線,八幡山,0,5,68.49m2（壁芯）,3.27m2,3LDK,1981年2月,1,0
4390万円,ラインコーポ高井戸,東京都杉並区上高井戸１,杉並区,京王線「八幡山」徒歩5分,京王線,八幡山,0,5,68.49m2（壁芯）,3.27m2,3LDK,1981年2月,0,0
4398万円,荻窪三丁目シティハウス,東京都杉並区荻窪３,杉並区,ＪＲ中央線「荻窪」徒歩8分,ＪＲ中央線,荻窪,0,8,42m2（壁芯）,4.68m2,1LDK,1987年4月,1,0
4480万円,ベルジェ野方,東京都中野区野方５-4-13,中野区,西武新宿線「野方」徒歩3分,西武新宿線,野方,0,3,54.45m2（壁芯）,8.1m2,2LDK,2002年4月,0,0
4480万円,シャンボール南中野,東京都中野区弥生町４-24-1,中野区,東京メトロ丸ノ内線「中野富士見町」徒歩10分,東京メトロ丸ノ内線,中野富士見町,0,10,54m2（壁芯）,6.48m2,2LDK,1978年11月,0,0
4480万円,秀和東荻窪レジデンス,東京都杉並区荻窪４,杉並区,ＪＲ中央線「荻窪」徒歩4分,ＪＲ中央線,荻窪,0,4,54.39m2（壁芯）,-,1LDK,1969年8月,0,0
4480万円,グランベル練馬北町III,東京都練馬区北町３,練馬区,東武東上線「東武練馬」徒歩8分,東武東上線,東武練馬,0,8,74.1m2（壁芯）,16.17m2,3LDK,2003年1月,0,0
4480万円,石神井公園マナーレジデンス,東京都練馬区石神井台１,練馬区,西武新宿線「上石神井」徒歩14分,西武新宿線,上石神井,0,14,77.44m2（23.42坪）（壁芯）,-,3LDK,2007年6月,0,0
4490万円,パレステージ光が丘ナチュラコート,東京都練馬区高松６,練馬区,都営大江戸線「光が丘」徒歩12分,都営大江戸線,光が丘,0,12,54.4m2（壁芯）,4.87m2,2LDK,2015年11月,0,0
4499万円,セザール第二中野富士見町,東京都杉並区和田２-15-19,杉並区,東京メトロ丸ノ内線「中野富士見町」徒歩7分,東京メトロ丸ノ内線,中野富士見町,0,7,52.16m2（15.77坪）,5.52m2,2LDK,1995年3月,0,0
4499万円,セザール第二中野富士見町,東京都杉並区和田２,杉並区,東京メトロ丸ノ内線「中野富士見町」徒歩7分,東京メトロ丸ノ内線,中野富士見町,0,7,52.16m2（壁芯）,5.52m2,2LDK,1995年3月,0,0
4499万円,東荻窪マンション,東京都杉並区荻窪３,杉並区,ＪＲ中央線「荻窪」徒歩12分,ＪＲ中央線,荻窪,0,12,60.92m2（壁芯）,6.4m2,3LDK,1972年3月,0,0
4580万円,日神パレス平和台,東京都練馬区北町８,練馬区,東京メトロ有楽町線「地下鉄赤塚」徒歩9分,東京メトロ有楽町線,地下鉄赤塚,0,9,63.7m2（壁芯）,14.58m2,3LDK,1986年12月,1,0
4580万円,日神パレス平和台,東京都練馬区北町８,練馬区,東京メトロ有楽町線「平和台」徒歩8分,東京メトロ有楽町線,平和台,0,8,63.7m2（壁芯）,14.58m2,3LDK,1986年12月,1,0
4580万円,方南町ハイツ,東京都杉並区和泉４,杉並区,東京メトロ丸ノ内線「方南町」徒歩2分,東京メトロ丸ノ内線,方南町,0,2,58.64m2（17.73坪）（壁芯）,3.66m2,2LDK,1971年3月,0,1
4680万円,エクレール石神井公園,東京都練馬区石神井町５,練馬区,西武池袋線「石神井公園」徒歩7分,西武池袋線,石神井公園,0,7,59.25m2（壁芯）,12.82m2,2DK,1986年1月,0,0
4680万円,エクレール石神井公園,東京都練馬区石神井町５-3-15,練馬区,西武池袋線「石神井公園」徒歩7分,西武池袋線,石神井公園,0,7,59.25m2（壁芯）,12.82m2,2DK,1986年1月,0,0
4698万円,南阿佐谷ハイツ,東京都杉並区阿佐谷南３,杉並区,東京メトロ丸ノ内線「南阿佐ケ谷」徒歩8分,東京メトロ丸ノ内線,南阿佐ケ谷,0,8,56.16m2（壁芯）,4.86m2,2LDK,1974年5月,0,1
4699万円,セザール富士見台,東京都練馬区富士見台３,練馬区,西武池袋線「富士見台」徒歩6分,西武池袋線,富士見台,0,6,63.8m2（壁芯）,11.71m2,3LDK,1997年9月,0,0
4699万円,桜台ハイライズ,東京都練馬区豊玉上２,練馬区,西武池袋線「桜台」徒歩7分,西武池袋線,桜台,0,7,68.42m2（壁芯）,5.1m2,3LDK,1973年7月,1,0
4699万円,桜台ハイライズ,東京都練馬区豊玉上２,練馬区,西武池袋線「桜台」徒歩87分,西武池袋線,桜台,0,87,68.42m2,5.1m2,3LDK,1973年7月,0,0
4699万円,イトーピア桜台マンション　6階,東京都練馬区豊玉北４,練馬区,西武池袋線「桜台」徒歩7分,西武池袋線,桜台,0,7,60.58m2（壁芯）,7.43m2,2LDK,1976年4月,0,0
4699万円,桜台ハイライズ,東京都練馬区豊玉上２-1-11,練馬区,西武池袋線「桜台」徒歩7分,西武池袋線,桜台,0,7,68.42m2（20.69坪）（壁芯）,5.1m2,3LDK,1973年7月,0,0
4699万円,桜台ハイライズ,東京都練馬区豊玉上２,練馬区,西武池袋線「桜台」徒歩7分,西武池袋線,桜台,0,7,68.42m2,5.1m2,3LDK,1973年7月,1,0
4699万円,桜台ハイライズ,東京都練馬区豊玉上２-1-11,練馬区,西武池袋線「桜台」徒歩7分,西武池袋線,桜台,0,7,68.42m2（20.69坪）（壁芯）,5.1m2,3LDK,1973年7月,1,0
4699万円,イトーピア桜台マンション,東京都練馬区豊玉北４,練馬区,西武有楽町線「新桜台」徒歩16分,西武有楽町線,新桜台,0,16,60.58m2（18.32坪）（壁芯）,7.43m2,2LDK,1976年4月,1,0
4780万円,練馬クリスタルビル,東京都練馬区練馬１,練馬区,西武池袋線「練馬」徒歩1分,西武池袋線,練馬,0,1,69.16m2（壁芯）,55m2,2LDK,1980年10月,0,0
4880万円,クレアホームズ富士見台,東京都練馬区富士見台１-17－11,練馬区,西武池袋線「富士見台」徒歩10分,西武池袋線,富士見台,0,10,60.74m2（18.37坪）（壁芯）,9.94m2,2LDK,2009年1月,0,0
4880万円,ステイツ武蔵関,東京都練馬区関町北５,練馬区,西武新宿線「武蔵関」徒歩13分,西武新宿線,武蔵関,0,13,69.85m2（壁芯）,10.28m2,3LDK,1995年8月,0,1
4880万円,ステイツ武蔵関,東京都練馬区関町北５,練馬区,西武新宿線「武蔵関」徒歩13分,西武新宿線,武蔵関,0,13,69.85m2（壁芯）,-,3LDK,1995年8月,0,0
