price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3180万円,ブランシール世田谷,東京都世田谷区世田谷４-3-11,世田谷区,東急世田谷線「松陰神社前」徒歩1分,東急世田谷線,松陰神社前,0,1,40.32m2（12.19坪）（壁芯）,2.43m2,1LDK,1981年3月,0,0
3180万円,藤和大森コープ,東京都品川区南大井３,品川区,ＪＲ京浜東北線「大森」徒歩6分,ＪＲ京浜東北線,大森,0,6,39m2（11.79坪）（壁芯）,5.53m2,1LDK,1979年9月,1,0
3180万円,野沢サマリヤマンション,東京都世田谷区野沢２,世田谷区,東急田園都市線「駒沢大学」徒歩9分,東急田園都市線,駒沢大学,0,9,56.7m2（壁芯）,7.56m2,1LDK,1972年7月,0,0
3180万円,藤和大森コープ,東京都品川区南大井３,品川区,ＪＲ京浜東北線「大森」徒歩6分,ＪＲ京浜東北線,大森,0,6,39m2（壁芯）,5.53m2,1LDK,1979年9月,0,0
3180万円,ワコー若林マンション,東京都世田谷区若林１,世田谷区,東急田園都市線「三軒茶屋」徒歩12分,東急田園都市線,三軒茶屋,0,12,33.86m2（10.24坪）（壁芯）,8.55m2,1LDK,1981年8月,0,1
3190万円,小田急線人気の経堂に住まう！ライオンズマンション経堂…,東京都世田谷区宮坂３,世田谷区,小田急線「経堂」徒歩3分,小田急線,経堂,0,3,41.3m2,2.09m2,1LDK,1973年8月,0,0
3190万円,シュロス田園調布南,東京都大田区田園調布南,大田区,東急多摩川線「沼部」徒歩6分,東急多摩川線,沼部,0,6,38.18m2（11.54坪）（壁芯）,6.6m2,1LDK,2009年11月,0,0
3199万円,東京グランドコープス,東京都世田谷区桜上水２,世田谷区,小田急線「経堂」徒歩16分,小田急線,経堂,0,16,50.13m2（15.16坪）（壁芯）,4.5m2,2LDK,1975年10月,0,0
3199万円,東京グランドコープス,東京都世田谷区桜上水２-14-18,世田谷区,京王線「桜上水」徒歩16分,京王線,桜上水,0,16,50.13m2（15.16坪）（壁芯）,4.5m2,2LDK,1975年10月,0,0
3280万円,千歳台ヒミコセラン,東京都世田谷区千歳台３-30-13,世田谷区,小田急線「祖師ヶ谷大蔵」徒歩18分,小田急線,祖師ヶ谷大蔵,0,18,58.42m2（17.67坪）,3.51m2,3LDK,1982年5月,0,0
